medcodeid,cleansedreadcode,term,cancer_cprd
6246961000006110,,thyroid ca,1
907351000006119,,[rfc] cancer of the thyroid,1
721291000006110,B53..00,malignant neoplasm of thyroid gland,1
880531000006114,B53..99,ca thyroid,1
310161000006110,BB5W111,[m]hurthle cell adenocarcinoma,1
291452017,BB5f100,[m]follicular adenocarcinoma nos,1
1222216017,BB5f111,[m]follicular carcinoma,1
308771000006115,BB5f200,"[m]follicular adenocarcinoma, well differentiated type",1
308761000006110,BB5f300,"[m]follicular adenocarcinoma, trabecular type",1
318241000006117,BB5f311,[m]wuchernde struma langhans,1
314791000006110,BB5f600,[m]papillary and follicular adenocarcinoma,1
314071000006112,BB5f700,[m]nonencapsulated sclerosing carcinoma,1
306211000006118,BB9B.11,[m]c cell carcinoma,1
315071000006111,BB9B.12,[m]parafollicular cell carcinoma,1
312161000006111,BB9C.00,[m]medullary carcinoma with amyloid stroma,1
316691000006110,BB9C.11,[m]solid carcinoma with amyloid stroma,1
2534461000006118,,"adrenal cortical tumor, malignant",1
2534471000006113,,adrenal cortical adenocarcinoma,1
2534481000006111,,"adrenal cortical tumour, malignant",1
2791871000006115,,adrenal cortical tumour,1
2972241000006117,,"phaeochromocytoma, malignant",1
2972251000006115,,"pheochromocytoma, malignant",1
2972261000006118,,pheochromoblastoma,1
2972271000006113,,"adrenal medullary paraganglioma, malignant",1
2972281000006111,,phaeochromoblastoma,1
2972301000006110,,malignant pheochromocytoma,1
3920291000006118,,sympathicoblastoma,1
3920301000006117,,central neuroblastoma,1
3920311000006119,,nb - neuroblastoma,1
4392351000006116,,neoplasm of adrenal gland,1
4392361000006119,,adrenal tumour,1
4392371000006114,,tumour of adrenal gland,1
4392381000006112,,adrenal tumor,1
4392391000006110,,tumor of adrenal gland,1
5325351000006113,,sympathicoblastoma,1
6243151000006119,,malignant tumour of adrenal gland,1
6243161000006117,,malignant tumor of adrenal gland,1
6243171000006112,,ca - cancer of adrenal gland,1
6243181000006110,,cancer of adrenal gland,1
6243191000006113,,adrenal gland malignancy,1
6362181000006119,,malignant tumour of adrenal cortex,1
6362191000006116,,malignant tumor of adrenal cortex,1
6362211000006115,,malignant tumour of adrenal medulla,1
6362221000006111,,malignant tumor of adrenal medulla,1
289356019,B517100,malignant neoplasm of medulla oblongata,1
155072018,B540.00,malignant neoplasm of adrenal gland,1
444773019,B540.11,phaeochromocytoma,1
1210553016,B540000,malignant neoplasm of adrenal cortex,1
1210554010,B540100,malignant neoplasm of adrenal medulla,1
289406011,B540z00,malignant neoplasm of adrenal gland nos,1
305011000006117,BB5h100,[m]adrenal cortical carcinoma,1
315251000006110,BBDA.00,"[m]phaeochromocytoma, malignant",1
315231000006115,BBDA.11,[m]phaeochromoblastoma,1
403758013,BBc1.00,[m]neuroblastoma nos,1
317271000006114,BBc1.11,[m]sympathicoblastoma,1
376939013,BBc1.12,[m]sympathicogonioma,1
376938017,BBc1.13,[m]sympathogonioma,1
11918251000006111,,"[x]malignant neoplasm-pluriglandular involvement,unspecified",1
2521381000006119,,chromophobe adenocarcinoma,1
2874101000006110,,mixed acidophil-basophil carcinoma,1
3010051000006116,,pineoblastoma,1
3010061000006119,,transitional pineal tumor,1
3010071000006114,,pineal parenchymal tumor of intermediate differentiation,1
3010081000006112,,mixed pineocytoma-pineoblastoma,1
3010091000006110,,mixed pineal tumor,1
3010101000006116,,mixed pineal tumour,1
3010111000006118,,pineal parenchymal tumour of intermediate differentiation,1
3010121000006114,,transitional pineal tumour,1
3023731000006114,,"extra-adrenal paraganglioma, malignant",1
3126931000006110,,mixed cell adenocarcinoma,1
3261731000006112,,basophil adenocarcinoma,1
3261741000006119,,mucoid cell adenocarcinoma,1
3330021000006115,,acidophil carcinoma,1
3330031000006117,,eosinophil adenocarcinoma,1
3330041000006110,,acidophil adenocarcinoma,1
3330051000006112,,eosinophil carcinoma,1
3812911000006119,,water-clear cell adenocarcinoma,1
3812921000006110,,water-clear cell carcinoma,1
4024631000006117,,primary malignant neoplasm of aortic body,1
4025991000006114,,primary malignant neoplasm of glomus jugulare,1
4027191000006116,,primary malignant neoplasm of paraganglion,1
4751071000006110,,malignant tumour of craniopharyngeal duct,1
4751081000006113,,malignant tumor of craniopharyngeal duct,1
6246971000006115,,malignant tumour of parathyroid gland,1
6246981000006117,,malignant tumor of parathyroid gland,1
6246991000006119,,parathyroid cancer,1
6247001000006110,,malignant tumour of pituitary gland,1
6247011000006113,,malignant tumor of pituitary gland,1
6247021000006117,,cancer of pituitary gland,1
6247031000006119,,ca - cancer of pituitary gland,1
6247041000006112,,pituitary cancer,1
6247051000006114,,malignant tumour of pineal gland,1
6247061000006111,,malignant tumor of pineal gland,1
6247071000006116,,pineal cancer,1
6247081000006118,,cancer of pineal gland,1
6362531000006112,,malignant tumour of endocrine gland,1
6362541000006119,,malignant tumor of endocrine gland,1
6481041000006112,,neoplasm of endocrine gland,1
6481051000006114,,tumour of endocrine gland,1
6481061000006111,,tumor of endocrine gland,1
6481191000006119,,neoplasm of endocrine system,1
6481201000006116,,tumour of endocrine system,1
6481211000006118,,tumor of endocrine system,1
7347041000006119,,cancer of carotid body,1
729511000006116,B54..00,malig neop of other endocrine glands and related structures,1
723441000006116,B541.00,malignant neoplasm of parathyroid gland,1
720481000006117,B542.00,malignant neoplasm pituitary gland and craniopharyngeal duct,1
722981000006114,B542000,malignant neoplasm of pituitary gland,1
289409016,B542100,malignant neoplasm of craniopharyngeal duct,1
730041000006115,B542z00,malig neop pituitary gland or craniopharyngeal duct nos,1
722961000006116,B543.00,malignant neoplasm of pineal gland,1
155168019,B544.00,malignant neoplasm of carotid body,1
289413011,B545.00,malignant neoplasm of aortic body and other paraganglia,1
155269017,B545000,malignant neoplasm of glomus jugulare,1
155085015,B545100,malignant neoplasm of aortic body,1
289419010,B545z00,malignant neoplasm of aortic body or paraganglia nos,1
720011000006116,B54X.00,"malignant neoplasm-pluriglandular involvement,unspecified",1
289421017,B54y.00,malignant neoplasm of other specified endocrine gland,1
729471000006114,B54z.00,malig neop of endocrine gland or related structure nos,1
306901000006111,BB5V100,[m]chromophobe carcinoma,1
304251000006114,BB5V300,[m]acidophil carcinoma,1
308031000006115,BB5V311,[m]eosinophil carcinoma,1
312781000006117,BB5V500,[m]mixed acidophil-basophil carcinoma,1
305861000006114,BB5V700,[m]basophil carcinoma,1
313191000006112,BB5V711,[m]mucoid cell carcinoma,1
318191000006117,BB5c200,[m]water-clear cell adenocarcinoma,1
308371000006119,BBD8.00,"[m]extra-adrenal paraganglioma, malignant",1
315331000006111,BBa3.00,[m]pineoblastoma,1
292154013,ByuB.00,[x]malignant neoplasm of thyroid and other endocrine glands,1
396461000006117,ByuB000,"[x]malignant neoplasm-pluriglandular involvement,unspecified",1
292156010,ByuB100,"[x]malignant neoplasm of endocrine gland, unspecified",1
11925761000006119,,malignant neoplasm of jaw nos,1
11925781000006112,,malignant neoplasm of flank nos,1
11925821000006118,,malignant neoplasm of chest wall nos,1
11925861000006112,,malignant neoplasm of back nos,1
12722951000006118,,malignant neoplasm of other and ill-defined sites,1
4027801000006119,,primary malignant neoplasm of sacrococcygeal region,1
4163111000006118,,overlapping malignant neoplasm of ill-defined site,1
4751131000006113,,malignant tumour of thorax,1
4751161000006116,,malignant tumor of abdomen,1
4751171000006111,,malignant tumour of abdomen,1
5355381000006116,,malignant tumour of head and/or neck,1
5355391000006118,,malignant tumor of head and/or neck,1
6247291000006111,,malignant tumor of neck,1
6247671000006112,,malignant tumour of upper limb,1
6247681000006110,,malignant tumor of upper limb,1
6247701000006113,,malignant tumor of lower limb,1
7694901000006113,,malignant neoplasm of chest wall,1
729331000006116,B3...00,"malig neop of bone, connective tissue, skin and breast",1
380094018,B3...11,"carcinoma of bone, connective tissue, skin and breast",1
380093012,B3...12,sarcoma of bone and connective tissue,1
729351000006111,B3y..00,"malig neop of bone, connective tissue, skin and breast os",1
729341000006114,B3z..00,"malig neop of bone, connective tissue, skin and breast nos",1
289423019,B55..00,malignant neoplasm of other and ill-defined sites,1
880541000006116,B55..98,other primary ca nos,1
880551000006119,B55..99,other primary carcinomas,1
289424013,B550.00,"malignant neoplasm of head, neck and face",1
289427018,B550200,malignant neoplasm of nose nos,1
289428011,B550300,malignant neoplasm of jaw nos,1
289429015,B550400,malignant neoplasm of neck nos,1
289431012,B550z00,"malignant neoplasm of head, neck and face nos",1
289432017,B551.00,malignant neoplasm of thorax,1
289436019,B551100,malignant neoplasm of chest wall nos,1
289438018,B551z00,malignant neoplasm of thorax nos,1
289441010,B552.00,malignant neoplasm of abdomen,1
722761000006119,B553.00,malignant neoplasm of pelvis,1
155501015,B553200,malignant neoplasm of sacrococcygeal region,1
289445018,B553z00,malignant neoplasm of pelvis nos,1
289446017,B554.00,malignant neoplasm of upper limb nos,1
289447014,B555.00,malignant neoplasm of lower limb nos,1
289449012,B55y000,malignant neoplasm of back nos,1
289451011,B55y200,malignant neoplasm of flank nos,1
723601000006116,B55z.00,malignant neoplasm of other and ill defined site nos,1
396571000006111,ByuC100,[x]malignant neoplasm/overlap lesion/other+ill-defined sites,1
103875012,,stewart-treves syndrome,1
11909341000006113,,[m]urothelial carcinoma,1
11925741000006118,,malignant neoplasm of inguinal region nos,1
11989701000006113,,human immunodeficiency virus with secondary cancers,1
12188311000006119,,neuroendocrine tumor,1
12188321000006110,,neuroendocrine tumour,1
12201281000006111,,malignant mixed mesodermal tumor,1
12201291000006114,,malignant mixed mesodermal tumour,1
12721381000006119,,malignant neoplasm of other and unspecified site nos,1
12726631000006118,,malignant neoplasm of unspecified site,1
12726641000006111,,other malignant neoplasm nos,1
1653961000006118,,multiple self-healing epithelioma of ferguson-smith,1
1774711000006113,,tumour stage t1a,1
1774721000006117,,tumour stage t1b,1
1774731000006119,,tumour stage t2a,1
1774741000006112,,tumour stage t2b,1
1774751000006114,,tumour stage t3a,1
1774761000006111,,tumour stage t3b,1
1774771000006116,,tumour stage t4,1
1877231000006117,,cancer and/or significant invasive tumors,1
1959991000006111,,[m]metaplastic carcinoma,1
1960001000006118,,[m]metaplastic melanoma,1
207611012,,[m]neuroendocrine neoplasm,1
2504131000006112,,malignant peripheral nerve sheath tumour with rhabdomyoblastic differentiation,1
2504141000006119,,"triton tumor, malignant",1
2504151000006117,,"triton tumour, malignant",1
2504161000006115,,malignant schwannoma with rhabdomyoblastic differentiation,1
2504171000006110,,mpnst with rhabdomyoblastic differentiation,1
2504181000006113,,malignant peripheral nerve sheath tumor with rhabdomyoblastic differentiation,1
2512951000006110,,mucin-producing adenocarcinoma,1
2512961000006112,,mucin-producing carcinoma,1
2512971000006117,,mucin-secreting adenocarcinoma,1
2512981000006119,,mucin-secreting carcinoma,1
2572011000006116,,scirrhous adenocarcinoma,1
2572021000006112,,scirrhous carcinoma,1
2572031000006110,,carcinoma with productive fibrosis,1
2572791000006111,,tubular carcinoma,1
2589791000006112,,adenocarcinoma in tubulovillous adenoma,1
2589801000006113,,tubulopapillary adenocarcinoma,1
2589811000006111,,papillotubular adenocarcinoma,1
2599111000006117,,"neoplasm, malignant, uncertain whether primary or metastatic",1
2599121000006113,,"unclassified tumor, malignant, uncertain whether primary or metastatic",1
2599131000006111,,"unclassified tumour, malignant, uncertain whether primary or metastatic",1
2599151000006116,,malignant tumor - uncertain whether primary or metastatic,1
2611781000006115,,carcinomatosis,1
2616201000006111,,lymphoepithelial carcinoma,1
2616211000006114,,lymphoepithelioma,1
2616221000006118,,schminke tumor,1
2616231000006115,,schminke tumour,1
2616241000006113,,lymphoepithelioma-like carcinoma,1
2629941000006115,,"mixed tumour, malignant",1
2629951000006118,,"mixed tumor, malignant",1
2629961000006116,,"mixed tumor, salivary gland type, malignant",1
2629971000006111,,"mixed tumour, salivary gland type, malignant",1
2629981000006114,,malignant chondroid syringoma,1
2629991000006112,,malignant mixed tumour,1
2630001000006111,,malignant mixed salivary gland tumour,1
2630011000006114,,malignant mixed salivary gland tumor,1
2630021000006118,,malignant mixed tumor,1
2653191000006112,,epithelial-myoepithelial carcinoma,1
2657681000006114,,"paraganglioma, malignant",1
2663631000006113,,"squamous cell carcinoma, spindle cell",1
2663641000006115,,"epidermoid carcinoma, spindle cell",1
2663651000006118,,"squamous cell carcinoma, sarcomatoid",1
2663661000006116,,epidermoid carcinoma - spindle cell,1
2663671000006111,,squamous cell carcinoma - spindle cell,1
2676141000006111,,mixed liposarcoma,1
2676151000006113,,mixed-type liposarcoma,1
2685801000006117,,"cylindroma (except cylindroma of skin, m-82000)",1
2697401000006114,,papillary urothelial carcinoma,1
2710081000006118,,"granular cell tumour, malignant",1
2710091000006115,,"granular cell tumor, malignant",1
2710101000006114,,"granular cell myoblastoma, malignant",1
2710111000006112,,malignant granular cell tumour,1
2710121000006116,,malignant granular cell tumor,1
2710131000006118,,malignant granular cell myoblastoma,1
2720021000006113,,glomoid sarcoma,1
2726011000006115,,botryoid sarcoma,1
2734701000006113,,"tumour, metastatic",1
2740511000006111,,adenoacanthoma,1
2755121000006118,,myxoid leiomyosarcoma,1
2786351000006110,,"squamous cell carcinoma, keratinising",1
2786361000006112,,"squamous cell carcinoma, keratinizing",1
2786371000006117,,"squamous cell carcinoma, large cell, keratinizing",1
2786381000006119,,"epidermoid carcinoma, keratinizing",1
2786391000006116,,"epidermoid carcinoma, keratinising",1
2786401000006119,,"squamous cell carcinoma, large cell, keratinising",1
2786421000006112,,keratinising squamous cell carcinoma - large cell,1
2786431000006110,,keratinising epidermoid carcinoma,1
2786441000006117,,keratinizing squamous cell carcinoma - large cell,1
2786451000006115,,keratinizing epidermoid carcinoma,1
2808981000006118,,"teratoma, malignant",1
2808991000006115,,embryonal teratoma,1
2809001000006115,,"teratoblastoma, malignant",1
2809021000006113,,"immature teratoma, malignant",1
2809041000006118,,malignant teratoblastoma,1
2809051000006116,,"teratoma, malignant, no icd-o subtype",1
2809061000006119,,"teratoma, malignant, no international classification of diseases for oncology subtype",1
2813741000006119,,"gastrinoma, malignant",1
2813761000006115,,"gastrin cell tumor, malignant",1
2828781000006114,,myosarcoma,1
2848541000006110,,"malignant teratoma, intermediate",1
2848551000006112,,malignant teratoma - intermediate,1
2861541000006110,,adenocarcinoma with apocrine metaplasia,1
2861551000006112,,carcinoma with apocrine metaplasia,1
2868371000006118,,pseudosarcomatous carcinoma,1
2868381000006115,,sarcomatoid carcinoma,1
2933951000006116,,transitional carcinoma,1
2933961000006119,,urothelial carcinoma,1
2933971000006114,,tcc - transitional cell carcinoma,1
2947001000006110,,myxoliposarcoma,1
2950221000006113,,embryonal adenocarcinoma,1
2954341000006118,,germ cell tumor,1
2954351000006116,,germ cell tumour,1
2954751000006115,,"embryonal carcinoma, polyembryonal type",1
2954761000006118,,embryonal carcinoma - polyembryonal type,1
2955231000006119,,myxosarcoma,1
2958641000006118,,villous adenocarcinoma,1
2960301000006117,,"liposarcoma, well differentiated",1
2960311000006119,,"liposarcoma, differentiated",1
2960321000006110,,sclerosing liposarcoma,1
2960331000006113,,lipoma-like liposarcoma,1
2960341000006115,,inflammatory liposarcoma,1
2960351000006118,,liposarcoma - differentiated,1
2964691000006114,,squamous cell carcinoma,1
2964701000006114,,squamous carcinoma,1
2964711000006112,,squamous cell epithelioma,1
2964731000006118,,scc - squamous cell carcinoma,1
2964741000006111,,"squamous cell carcinoma, no icd-o subtype",1
2964751000006113,,"squamous cell carcinoma, no international classification of diseases for oncology subtype",1
2965671000006114,,angiomyosarcoma,1
2979601000006113,,trabecular adenocarcinoma,1
2979611000006111,,trabecular carcinoma,1
2985501000006118,,cribriform carcinoma,1
2985511000006115,,"ductal carcinoma, cribriform type",1
2991911000006111,,"clear cell adenocarcinoma, mesonephroid",1
2991921000006115,,clear cell carcinoma,1
2998491000006119,,rhabdosarcoma,1
2998501000006110,,"rhabdomyosarcoma, no subtype",1
3001921000006115,,"vipoma, malignant",1
3001931000006117,,vipoma,1
3006041000006118,,"mucocarcinoid tumour, malignant",1
3023741000006116,,"nonchromaffin paraganglioma, malignant",1
3023751000006119,,malignant non-chromaffin paraganglioma,1
3023761000006117,,malignant extra-adrenal paraganglioma,1
3028701000006111,,mixed germ cell tumor,1
3028711000006114,,mixed teratoma and seminoma,1
3033861000006112,,"haemangioendothelioma, malignant",1
3033871000006117,,"hemangioendothelioma, malignant",1
3033881000006119,,hemangioendothelial sarcoma,1
3033891000006116,,haemangioendothelial sarcoma,1
3033901000006117,,malignant haemangioendothelioma,1
3033911000006119,,malignant hemangioendothelioma,1
3053291000006116,,"fibrous histiocytoma, malignant",1
3053301000006115,,"fibroxanthoma, malignant",1
3053331000006111,,undifferentiated high grade pleomorphic sarcoma,1
3075101000006117,,"squamous cell carcinoma, small cell, nonkeratinising",1
3075111000006119,,"squamous cell carcinoma, small cell, nonkeratinizing",1
3075121000006110,,"epidermoid carcinoma, small cell, nonkeratinizing",1
3075131000006113,,"epidermoid carcinoma, small cell, nonkeratinising",1
3075141000006115,,non-keratinising epidermoid carcinoma - small cell,1
3075151000006118,,non-keratinising squamous cell carcinoma - small cell,1
3075161000006116,,non-keratinizing squamous cell carcinoma - small cell,1
3075171000006111,,non-keratinizing epidermoid carcinoma - small cell,1
3078421000006110,,"adenocarcinoma, no subtype",1
3120681000006117,,undifferentiated carcinoma,1
3127731000006111,,hemangiosarcoma,1
3127821000006118,,diktyoma,1
3127831000006115,,"diktyoma, malignant",1
3128681000006119,,papillary epidermoid carcinoma,1
3183401000006110,,epithelioid leiomyosarcoma,1
3186671000006113,,giant cell carcinoma,1
3211851000006112,,urinary bladder instillation of anticarcinogenic agent,1
3232761000006118,,acinic cell adenocarcinoma,1
3232771000006113,,acinar adenocarcinoma,1
3232781000006111,,acinar carcinoma,1
3234021000006117,,"squamous cell carcinoma, large cell, nonkeratinising",1
3234031000006119,,"squamous cell carcinoma, large cell, nonkeratinizing",1
3234041000006112,,"epidermoid carcinoma, large cell, nonkeratinizing",1
3234051000006114,,"squamous cell carcinoma, nonkeratinizing",1
3234061000006111,,"epidermoid carcinoma, large cell, nonkeratinising",1
3234071000006116,,"squamous cell carcinoma, nonkeratinising",1
3234081000006118,,non-keratinising squamous cell carcinoma,1
3234091000006115,,non-keratinising epidermoid carcinoma - large cell,1
3234101000006114,,non-keratinising squamous cell carcinoma - large cell,1
3234111000006112,,non-keratinizing squamous cell carcinoma - large cell,1
3234121000006116,,non-keratinizing squamous cell carcinoma,1
3234131000006118,,non-keratinizing epidermoid carcinoma - large cell,1
3240901000006116,,carcinoma simplex,1
3264681000006117,,adenocarcinoma in multiple adenomatous polyps,1
3284101000006116,,malignant giant cell tumour of soft parts,1
3284111000006118,,malignant giant cell tumor of soft parts,1
3284121000006114,,malignant giant cell tumour of soft tissue,1
3284131000006112,,malignant giant cell tumor of soft tissue,1
3299781000006114,,fibroliposarcoma,1
3299791000006112,,liposarcoma morphology,1
3323021000006110,,mixed epithelioid and spindle cell melanoma,1
3333871000006118,,composite carcinoid,1
3333881000006115,,combined carcinoid and adenocarcinoma,1
3333891000006117,,mixed carcinoid-adenocarcinoma,1
3370061000006111,,fibrosarcoma,1
3375351000006116,,olfactory neurogenic tumour,1
3375361000006119,,olfactory neurogenic tumor,1
3408821000006112,,neuroendocrine carcinoma,1
3417691000006113,,adenocarcinoma with cartilaginous and osseous metaplasia,1
3417701000006113,,adenocarcinoma with cartilaginous metaplasia,1
3417711000006111,,adenocarcinoma with osseous metaplasia,1
3418911000006113,,mesenchymal chondrosarcoma,1
3435751000006114,,oncocytic carcinoma,1
3435761000006111,,oncocytic adenocarcinoma,1
3435791000006115,,"follicular carcinoma, oxyphilic cell",1
3446351000006115,,anaplastic carcinoma,1
3462271000006111,,epithelioid sarcoma,1
3464151000006115,,mixed adenocarcinoma and squamous cell carcinoma,1
3464161000006118,,mixed adenocarcinoma and epidermoid carcinoma,1
3518181000006113,,pigmented dermatofibrosarcoma protuberans,1
3518191000006111,,bednar tumor,1
3518201000006114,,bednar tumour,1
3530721000006115,,lymphangiosarcoma,1
3530731000006117,,lymphangioendothelial sarcoma,1
3530741000006110,,"lymphangioendothelioma, malignant",1
3530751000006112,,malignant lymphangioendothelioma,1
3559201000006112,,periosteal sarcoma,1
3568251000006114,,polypoid squamous cell carcinoma,1
3603191000006113,,teratocarcinoma,1
3603201000006111,,mixed embryonal carcinoma and teratoma,1
3612301000006111,,adenocarcinoma with spindle cell metaplasia,1
3622621000006116,,granular cell carcinoma,1
3622631000006118,,granular cell adenocarcinoma,1
3630631000006117,,ganglioneuroblastoma,1
3644991000006118,,polygonal cell carcinoma,1
3659761000006112,,"epithelioma, malignant",1
3659771000006117,,epithelioma,1
3659781000006119,,malignant epithelioma,1
3662411000006115,,"paget's disease, extramammary (except paget's disease of bone)",1
3662431000006114,,"paget disease, extramammary (except paget disease of bone)",1
3671061000006110,,carcinomatous myopathic syndrome,1
3671071000006115,,myopathy associated with malignant disease,1
3678791000006113,,mucous carcinoma,1
3678801000006114,,mucinous carcinoma,1
3678811000006112,,colloid adenocarcinoma,1
3678821000006116,,colloid carcinoma,1
3678831000006118,,gelatinous adenocarcinoma,1
3678841000006111,,gelatinous carcinoma,1
3678851000006113,,mucoid adenocarcinoma,1
3678861000006110,,mucoid carcinoma,1
3678871000006115,,mucous adenocarcinoma,1
3678881000006117,,pseudomyxoma peritonei with unknown primary site,1
3687101000006113,,giant cell and spindle cell carcinoma,1
3707521000006118,,glycogen-rich carcinoma,1
3707531000006115,,glycogen-rich clear cell carcinoma,1
3708791000006113,,reserve cell carcinoma,1
3708801000006114,,round cell carcinoma,1
3708811000006112,,scc - small cell carcinoma,1
3759351000006116,,neurilemmosarcoma,1
3759991000006111,,pleomorphic rhabdomyosarcoma,1
3760001000006118,,"pleomorphic rhabdomyosarcoma, adult type",1
3824461000006113,,superficial spreading adenocarcinoma,1
3832091000006117,,solid carcinoma,1
3832101000006111,,solid carcinoma with mucin formation,1
3832111000006114,,solid adenocarcinoma with mucin formation,1
3838051000006113,,"malignant tumour, small cell type",1
3838061000006110,,"malignant tumor, small cell type",1
3838081000006117,,malignant tumor - small cell type,1
3852661000006118,,malignant rhabdoid tumour,1
3852671000006113,,rhabdoid sarcoma,1
3852681000006111,,rhabdoid tumor,1
3852691000006114,,malignant rhabdoid tumor,1
3852701000006114,,rhabdoid tumour,1
3855431000006116,,"malignant teratoma, undifferentiated",1
3855441000006114,,"malignant teratoma, anaplastic",1
3855461000006113,,malignant teratoma - anaplastic,1
3865781000006119,,"malignant tumour, giant cell type",1
3865791000006116,,"malignant tumor, giant cell type",1
3865801000006115,,malignant tumour - giant cell type,1
3865811000006117,,malignant tumor - giant cell type,1
3873481000006117,,mullerian mixed tumor,1
3873491000006119,,malignant mixed mullerian tumor,1
3873501000006110,,malignant mixed mullerian tumour,1
3877151000006110,,"haemangiopericytoma, malignant",1
3877161000006112,,"hemangiopericytoma, malignant",1
3877171000006117,,malignant haemangiopericytoma,1
3877181000006119,,malignant hemangiopericytoma,1
3897081000006111,,adenoid squamous cell carcinoma,1
3897091000006114,,pseudoglandular squamous cell carcinoma,1
3897101000006115,,"squamous cell carcinoma, acantholytic",1
3897111000006117,,acantholytic squamous cell carcinoma,1
3898741000006115,,"neoplasm, malignant (primary)",1
3898751000006118,,"neoplasm, malignant",1
3898761000006116,,blastoma,1
3898771000006111,,malignancy,1
3898781000006114,,cancer,1
3898791000006112,,"unclassified tumor, malignant",1
3898801000006113,,"tumour, malignant",1
3898811000006111,,"tumor, malignant",1
3898821000006115,,"unclassified tumour, malignant",1
3898831000006117,,malignant neoplasm,1
3898841000006110,,malignant tumour morphology,1
3898851000006112,,malignant tumor morphology,1
3898861000006114,,cancer morphology,1
3898871000006119,,"malignant neoplasm, primary",1
3903141000006117,,adenocarcinoid tumor,1
3926021000006110,,signet ring cell adenocarcinoma,1
3929811000006119,,"giant cell sarcoma (except of bone, m-92503)",1
3929841000006115,,undifferentiated pleomorphic cell sarcoma,1
3936561000006112,,"tumour cells, malignant",1
3936571000006117,,"tumor cells, malignant",1
3936591000006116,,malignant tumor cells,1
3939831000006111,,teratoid medulloepithelioma,1
3944811000006117,,"malignant tumour, fusiform cell type",1
3944821000006113,,"malignant tumor, fusiform cell type",1
3944831000006111,,"malignant tumor, spindle cell type",1
3944841000006118,,"malignant tumour, spindle cell type",1
3944851000006116,,malignant tumour - fusiform cell type,1
3944861000006119,,malignant tumour - spindle cell type,1
3944871000006114,,malignant tumor - spindle cell type,1
3944881000006112,,malignant tumor - fusiform cell type,1
3956771000006112,,"mesenchymoma, malignant",1
3956781000006110,,mixed mesenchymal sarcoma,1
3956791000006113,,malignant mesenchymoma,1
3961571000006115,,verrucous squamous cell carcinoma,1
3961581000006117,,verrucous epidermoid carcinoma,1
3961591000006119,,warty carcinoma,1
3961601000006110,,condylomatous carcinoma,1
3961611000006113,,scc - verrucous squamous cell carcinoma,1
4213071000006113,,"transitional cell carcinoma, spindle cell",1
4213081000006111,,"transitional cell carcinoma, sarcomatoid",1
4213091000006114,,transitional cell carcinoma - spindle cell,1
4213421000006116,,embryonal carcinosarcoma,1
4255601000006118,,soft tissue tumor of fibrous differentiation,1
4757021000006117,,carcinoid,1
4757051000006114,,carcinoid tumor - morphology,1
4757231000006112,,dermoid cyst with secondary tumour,1
4757241000006119,,dermoid cyst with malignant transformation,1
4757251000006117,,dermoid cyst with secondary tumor,1
4757261000006115,,choriocarcinoma combined with teratoma,1
4770721000006119,,myasthenic syndrome due to another disorder,1
5347831000006119,,ferguson-smith tumor,1
5347841000006112,,ferguson-smith tumour,1
5355201000006117,,malignant tumor of unknown origin,1
5355211000006119,,malignant tumor - unknown primary,1
5355221000006110,,ukp - malignant tumor - unknown primary,1
5355231000006113,,malignant tumour - unknown primary,1
5355241000006115,,ukp - malignant tumour - unknown primary,1
5355251000006118,,ca - cancer of unknown origin,1
5355261000006116,,metastasis - unknown primary,1
5355271000006111,,cancer - unknown origin,1
5970261000006115,,disseminated carcinomatosis,1
6247091000006115,,malignant tumour of pelvis,1
6247101000006114,,malignant tumor of pelvis,1
6247661000006117,,malignant tumor of axilla,1
6300131000006118,,malignant neoplasm (morphology),1
6300141000006111,,"malignant neoplasm of primary, secondary, or uncertain origin",1
6363951000006117,,primary malignant neoplasm,1
6364841000006114,,sarcoma - category,1
6557191000006111,,cancer diagnosis discussed with partner in relationship,1
6633201000006112,,leiomyosarcoma - category,1
6635791000006111,,squamous cell carcinoma - category,1
6691671000006111,,malignant peripheral nerve sheath tumour,1
6691681000006114,,malignant peripheral nerve sheath tumor,1
6691691000006112,,neurofibrosarcoma,1
6691701000006112,,malignant schwannoma,1
7227221000006112,,postoperative follow-up visit,1
907261000006110,,[rfc] neoplasm,1
907431000006119,,[rfc] neoplasm,1
908781000006110,,[rfc] cancer,1
1488798019,1O0..00,cancer confirmed,1
1488663010,44a4.00,squamous cell carcinoma antigen level,1
767711000006113,7B2C700,intravesical install chemotherapeutic agent for malignancy,1
988581000006116,7B2C799,cytotoxic bladder instillation,1
1488604019,8B3p.00,administration of cancer treatment,1
1488772013,8BC6.00,cancer treatment started,1
2533540016,8BCF.00,cancer hospital treatment completed,1
1488780018,8CL0.00,cancer diagnosis discussed,1
1489328015,8CL1.00,cancer diagnosis discussed with significant other,1
1489329011,8CL2.00,cancer diagnosis discussed with patient,1
283784019,8HB5.00,combined therapy follow-up,1
226911000000117,9Ok3.00,date cancer diagnosis received in primary care,1
2534102018,9Ok5.00,cancer pain and symptom management,1
2534080010,9Ok7.00,cancer rehabilitation and readaption,1
287014015,A788600,human immunodeficiency virus with secondary cancers,1
825791000006118,A788V00,hiv disease resulting in multiple diseases ce,1
825841000006115,A788W00,hiv disease resulting in unspecified malignant neoplasm,1
287031010,A789800,hiv disease resulting in multiple malignant neoplasms,1
